文件代码	文件路径	equipment type	variation
104530311	gunner	waist	77_3
104530312	gunner	waist	0_0
104530313	gunner	waist	0_1
104530314	gunner	waist	0_2
104530315	gunner	waist	0_3
104530316	gunner	waist	1_0
104530317	gunner	waist	1_1
104530318	gunner	waist	1_2
104530319	gunner	waist	1_3
104530320	gunner	waist	2_1
104530321	gunner	waist	14_0
104530322	gunner	waist	22_0
104530323	gunner	waist	22_1
104530324	gunner	waist	22_2
104530325	gunner	waist	22_3
104530326	gunner	waist	23_0
104530327	gunner	waist	23_1
104530328	gunner	waist	23_2
104530329	gunner	waist	23_3
104530330	gunner	waist	27_1
104530331	gunner	waist	27_2
104530332	gunner	waist	27_3
104530333	gunner	waist	29_0
104530334	gunner	waist	29_1
104530335	gunner	waist	29_2
104530336	gunner	waist	29_3
104530337	gunner	waist	31_0
104530338	gunner	waist	34_2
104530339	gunner	waist	34_3
104530340	gunner	waist	36_0
104530341	gunner	waist	36_1
104530342	gunner	waist	36_2
104530343	gunner	waist	36_3
104530344	gunner	waist	41_1
104530345	gunner	waist	41_2
104530346	gunner	waist	41_3
104530347	gunner	waist	42_0
104530348	gunner	waist	42_1
104530349	gunner	waist	42_2
104530350	gunner	waist	42_3
104530351	gunner	waist	47_0
104530352	gunner	waist	47_1
104530353	gunner	waist	50_0
104530354	gunner	waist	50_1
104530355	gunner	waist	50_2
104530356	gunner	waist	50_3
104530357	gunner	waist	67_0
104530358	gunner	waist	67_1
104530359	gunner	waist	67_2
104530360	gunner	waist	67_3
104530361	gunner	waist	71_1
104530362	gunner	waist	72_2
104530363	gunner	waist	77_1
104530364	gunner	waist	77_2
104530366	gunner	waist	2_0
104530367	gunner	waist	2_2
104530368	gunner	waist	2_3
104530369	gunner	waist	21_0
104530382	gunner	waist	88_0
104530383	gunner	waist	88_1
104530384	gunner	waist	88_2
104530385	gunner	waist	88_3
104530386	gunner	waist	88_0
104530387	gunner	waist	88_1
104530388	gunner	waist	88_2
104530389	gunner	waist	88_3
104530390	gunner	waist	76_0
104530391	gunner	waist	76_0
104530397	gunner	waist	85_0
104530398	gunner	waist	85_1
104530399	gunner	waist	94_0
104530400	gunner	waist	94_1
104530401	gunner	waist	94_2
104530402	gunner	waist	94_3
104530403	gunner	waist	94_0
104530404	gunner	waist	94_1
104530405	gunner	waist	94_2
104530406	gunner	waist	94_3
104530408	gunner	waist	35_0
104530409	gunner	waist	35_0
104530410	gunner	waist	35_0
104530411	gunner	waist	35_0
104530412	gunner	waist	35_0
104530413	gunner	waist	35_0
104530414	gunner	waist	35_0
104530415	gunner	waist	35_0
104530416	gunner	waist	35_0
104530417	gunner	waist	35_0
104530418	gunner	waist	35_0
104530419	gunner	waist	35_0
104530420	gunner	waist	35_0
104530421	gunner	waist	35_0
104530422	gunner	waist	35_0
104530456	gunner	waist	102_0
104530457	gunner	waist	102_1
104530458	gunner	waist	102_2
104530459	gunner	waist	102_3
104530475	gunner	waist	
104530477	gunner	waist	103_0
104530478	gunner	waist	103_1
104530479	gunner	waist	103_2
104530480	gunner	waist	103_3
104530481	gunner	waist	106_0
104530482	gunner	waist	106_1
104530483	gunner	waist	106_2
104530484	gunner	waist	106_3
104530490	gunner	waist	107_0
104530491	gunner	waist	107_1
104530492	gunner	waist	107_2
104530493	gunner	waist	107_3
104530495	gunner	waist	111_0
104530496	gunner	waist	111_1
104530497	gunner	waist	50_0
104530498	gunner	waist	50_1
104530499	gunner	waist	50_2
104530500	gunner	waist	50_3
104530505	gunner	waist	115_0
104530506	gunner	waist	115_1
104530507	gunner	waist	115_2
104530508	gunner	waist	115_3
104530509	gunner	waist	114_0
104530510	gunner	waist	114_1
104530511	gunner	waist	114_2
104530512	gunner	waist	114_3
104530518	gunner	waist	
104530520	gunner	waist	125_0
104530521	gunner	waist	125_1
104530522	gunner	waist	125_2
104530523	gunner	waist	125_3
104530526	gunner	waist	123_0
104530527	gunner	waist	123_1
104530528	gunner	waist	123_2
104530529	gunner	waist	123_3
104530532	gunner	waist	116_0
104530533	gunner	waist	116_1
104530534	gunner	waist	116_2
104530537	gunner	waist	
104530545	gunner	waist	131_0
104530546	gunner	waist	131_1
104530547	gunner	waist	131_2
104530548	gunner	waist	131_3
104530553	gunner	waist	137_0
104530554	gunner	waist	137_1
104530555	gunner	waist	137_2
104530556	gunner	waist	137_3
104530558	gunner	waist	108_0
104530559	gunner	waist	108_1
104530562	gunner	waist	
104530566	gunner	waist	118_0
104530567	gunner	waist	118_1
104530568	gunner	waist	118_2
104530569	gunner	waist	143_0
104530570	gunner	waist	143_1
104530571	gunner	waist	143_2
104530572	gunner	waist	143_3
104530587	gunner	waist	148_0
104530588	gunner	waist	148_1
104530589	gunner	waist	148_2
104530590	gunner	waist	148_3
104531390	gunner	waist	37_2
104531437	gunner	waist	144_0
104531438	gunner	waist	144_1
104531439	gunner	waist	144_2
104531440	gunner	waist	144_3
104531526	gunner	waist	162_0
104531530	gunner	waist	165_0
104531534	gunner	waist	167_0
104531538	gunner	waist	168_0
104540391	gunner	shoes	30_2
104540392	gunner	shoes	30_3
104540393	gunner	shoes	31_0
104540394	gunner	shoes	31_1
104540395	gunner	shoes	31_2
104540396	gunner	shoes	31_3
104540397	gunner	shoes	34_0
104540398	gunner	shoes	34_1
104540399	gunner	shoes	34_2
104540400	gunner	shoes	40_1
104540401	gunner	shoes	40_2
104540402	gunner	shoes	40_3
104540403	gunner	shoes	42_0
104540404	gunner	shoes	42_1
104540405	gunner	shoes	42_2
104540406	gunner	shoes	42_3
104540407	gunner	shoes	48_0
104540408	gunner	shoes	48_1
104540409	gunner	shoes	48_2
104540410	gunner	shoes	48_3
104540411	gunner	shoes	50_0
104540412	gunner	shoes	50_1
104540413	gunner	shoes	50_2
104540414	gunner	shoes	56_0
104540415	gunner	shoes	56_1
104540416	gunner	shoes	56_2
104540417	gunner	shoes	56_3
104540418	gunner	shoes	66_1
104540419	gunner	shoes	66_2
104540420	gunner	shoes	66_3
104540421	gunner	shoes	67_0
104540422	gunner	shoes	67_1
104540423	gunner	shoes	67_2
104540424	gunner	shoes	67_3
104540425	gunner	shoes	75_0
104540426	gunner	shoes	75_1
104540427	gunner	shoes	75_2
104540428	gunner	shoes	75_3
104540429	gunner	shoes	88_0
104540430	gunner	shoes	1_0
104540431	gunner	shoes	2_0
104540432	gunner	shoes	0_1
104540433	gunner	shoes	3_0
104540434	gunner	shoes	4_0
104540435	gunner	shoes	1_1
104540436	gunner	shoes	1_2
104540437	gunner	shoes	1_3
104540438	gunner	shoes	3_2
104540439	gunner	shoes	3_3
104540440	gunner	shoes	5_1
104540441	gunner	shoes	5_2
104540442	gunner	shoes	5_3
104540443	gunner	shoes	6_1
104540444	gunner	shoes	6_2
104540445	gunner	shoes	6_3
104540446	gunner	shoes	7_1
104540447	gunner	shoes	7_2
104540448	gunner	shoes	7_3
104540449	gunner	shoes	9_0
104540450	gunner	shoes	13_1
104540451	gunner	shoes	13_2
104540452	gunner	shoes	13_3
104540453	gunner	shoes	10_0
104540454	gunner	shoes	10_1
104540455	gunner	shoes	10_2
104540456	gunner	shoes	10_3
104540457	gunner	shoes	11_0
104540458	gunner	shoes	11_1
104540459	gunner	shoes	11_2
104540460	gunner	shoes	26_0
104540461	gunner	shoes	26_1
104540462	gunner	shoes	26_2
104540463	gunner	shoes	26_3
104540464	gunner	shoes	30_0
104540465	gunner	shoes	30_1
104540466	gunner	shoes	34_3
104540467	gunner	shoes	35_0
104540468	gunner	shoes	35_1
104540469	gunner	shoes	35_2
104540470	gunner	shoes	35_3
104540471	gunner	shoes	37_0
104540472	gunner	shoes	37_1
104540473	gunner	shoes	37_2
104540474	gunner	shoes	37_3
104540475	gunner	shoes	40_0
104540476	gunner	shoes	44_0
104540477	gunner	shoes	44_1
104540478	gunner	shoes	44_2
104540479	gunner	shoes	44_3
104540480	gunner	shoes	47_0
104540481	gunner	shoes	47_1
104540482	gunner	shoes	47_2
104540483	gunner	shoes	47_3
104540484	gunner	shoes	50_3
104540485	gunner	shoes	54_0
104540486	gunner	shoes	54_1
104540487	gunner	shoes	54_2
104540488	gunner	shoes	54_3
104540489	gunner	shoes	55_0
104540490	gunner	shoes	55_1
104540491	gunner	shoes	55_2
104540492	gunner	shoes	55_3
104540493	gunner	shoes	63_0
104540494	gunner	shoes	63_1
104540495	gunner	shoes	63_2
104540496	gunner	shoes	63_3
104540497	gunner	shoes	66_0
104540498	gunner	shoes	83_0
104540499	gunner	shoes	83_1
104540500	gunner	shoes	83_2
104540501	gunner	shoes	83_3
104540502	gunner	shoes	87_0
104540503	gunner	shoes	87_1
104540504	gunner	shoes	87_2
104540505	gunner	shoes	87_3
104540506	gunner	shoes	88_1
104540507	gunner	shoes	88_2
104540508	gunner	shoes	88_3
104540509	gunner	shoes	92_0
104540510	gunner	shoes	92_1
104540511	gunner	shoes	92_2
104540512	gunner	shoes	92_3
104540514	gunner	shoes	4_1
104540515	gunner	shoes	4_2
104540516	gunner	shoes	4_3
104540517	gunner	shoes	5_0
104540518	gunner	shoes	6_0
104540519	gunner	shoes	7_0
104540520	gunner	shoes	2_1
104540521	gunner	shoes	2_2
104540522	gunner	shoes	2_3
104540523	gunner	shoes	3_1
104540524	gunner	shoes	9_1
104540525	gunner	shoes	9_2
104540526	gunner	shoes	9_3
104540527	gunner	shoes	8_0
104540528	gunner	shoes	8_1
104540529	gunner	shoes	8_2
104540530	gunner	shoes	8_3
104540531	gunner	shoes	13_0
104540532	gunner	shoes	11_3
104540533	gunner	shoes	14_0
104540534	gunner	shoes	14_1
104540535	gunner	shoes	14_2
104540536	gunner	shoes	14_3
104540537	gunner	shoes	104_0
104540538	gunner	shoes	104_1
104540539	gunner	shoes	104_2
104540540	gunner	shoes	33_0
104540555	gunner	shoes	107_0
104540556	gunner	shoes	107_1
104540557	gunner	shoes	107_2
104540558	gunner	shoes	107_3
104540559	gunner	shoes	107_0
104540560	gunner	shoes	107_1
104540561	gunner	shoes	107_2
104540562	gunner	shoes	107_3
104540563	gunner	shoes	91_0
104540564	gunner	shoes	91_0
104540570	gunner	shoes	103_0
104540571	gunner	shoes	103_1
104540572	gunner	shoes	114_0
104540573	gunner	shoes	114_1
104540574	gunner	shoes	114_2
104540575	gunner	shoes	114_3
104540576	gunner	shoes	114_0
104540577	gunner	shoes	114_1
104540578	gunner	shoes	114_2
104540579	gunner	shoes	114_3
104540581	gunner	shoes	49_0
104540582	gunner	shoes	49_0
104540583	gunner	shoes	49_0
104540584	gunner	shoes	49_0
104540585	gunner	shoes	49_0
104540586	gunner	shoes	49_0
104540587	gunner	shoes	49_0
104540588	gunner	shoes	49_0
104540589	gunner	shoes	49_0
104540590	gunner	shoes	49_0
104540591	gunner	shoes	49_0
104540592	gunner	shoes	49_0
104540593	gunner	shoes	49_0
104540594	gunner	shoes	49_0
104540595	gunner	shoes	49_0
104540629	gunner	shoes	122_0
104540630	gunner	shoes	122_1
104540631	gunner	shoes	122_2
104540632	gunner	shoes	122_3
104540652	gunner	shoes	109_0
104540654	gunner	shoes	124_0
104540655	gunner	shoes	124_1
104540656	gunner	shoes	124_2
104540657	gunner	shoes	124_3
104540658	gunner	shoes	129_0
104540659	gunner	shoes	129_1
104540660	gunner	shoes	129_2
104540661	gunner	shoes	129_3
104540667	gunner	shoes	130_0
104540668	gunner	shoes	130_1
104540669	gunner	shoes	130_2
104540670	gunner	shoes	130_3
104540673	gunner	shoes	134_0
104540674	gunner	shoes	134_1
104540675	gunner	shoes	67_0
104540676	gunner	shoes	67_1
104540677	gunner	shoes	67_2
104540678	gunner	shoes	67_3
104540683	gunner	shoes	138_0
104540684	gunner	shoes	138_1
104540685	gunner	shoes	138_2
104540686	gunner	shoes	138_3
104540687	gunner	shoes	137_0
104540688	gunner	shoes	137_1
104540689	gunner	shoes	137_2
104540690	gunner	shoes	137_3
104540696	gunner	shoes	66_0
104540697	gunner	shoes	66_1
104540698	gunner	shoes	66_2
104540699	gunner	shoes	66_3
104540703	gunner	shoes	148_0
104540704	gunner	shoes	148_1
104540705	gunner	shoes	148_2
104540706	gunner	shoes	148_3
104540709	gunner	shoes	146_0
104540710	gunner	shoes	146_1
104540711	gunner	shoes	146_2
104540712	gunner	shoes	146_3
104540715	gunner	shoes	139_0
104540716	gunner	shoes	139_1
104540717	gunner	shoes	139_2
104540720	gunner	shoes	154_0
104540721	gunner	shoes	154_1
104540722	gunner	shoes	154_2
104540730	gunner	shoes	155_0
104540731	gunner	shoes	155_1
104540732	gunner	shoes	155_2
104540733	gunner	shoes	155_3
104540738	gunner	shoes	161_0
104540739	gunner	shoes	161_1
104540740	gunner	shoes	161_2
104540741	gunner	shoes	161_3
104540743	gunner	shoes	131_0
104540744	gunner	shoes	131_1
104540747	gunner	shoes	167_0
104540748	gunner	shoes	167_1
104540749	gunner	shoes	167_2
104540750	gunner	shoes	167_3
104540760	gunner	shoes	141_0
104540761	gunner	shoes	141_1
104540762	gunner	shoes	141_2
104540763	gunner	shoes	168_0
104540764	gunner	shoes	168_1
104540765	gunner	shoes	168_2
104540766	gunner	shoes	168_3
104540781	gunner	shoes	173_0
104540782	gunner	shoes	173_1
104540783	gunner	shoes	173_2
104540784	gunner	shoes	173_3
104541598	gunner	shoes	51_2
104541648	gunner	shoes	169_0
104541649	gunner	shoes	169_1
104541650	gunner	shoes	169_2
104541651	gunner	shoes	169_3
104541738	gunner	shoes	188_0
104541742	gunner	shoes	190_0
104541746	gunner	shoes	194_0
104541750	gunner	shoes	196_0
104550288	gunner	hat	20_0
104550289	gunner	hat	20_1
104550290	gunner	hat	20_2
104550291	gunner	hat	30_0
104550292	gunner	hat	30_1
104550293	gunner	hat	35_1
104550294	gunner	hat	35_2
104550295	gunner	hat	35_3
104550296	gunner	hat	37_0
104550297	gunner	hat	37_1
104550298	gunner	hat	37_2
104550299	gunner	hat	37_3
104550300	gunner	hat	40_0
104550301	gunner	hat	68_0
104550302	gunner	hat	68_1
104550303	gunner	hat	68_2
104550304	gunner	hat	68_3
104550305	gunner	hat	90_0
104550306	gunner	hat	90_2
104550307	gunner	hat	77_0
104550308	gunner	hat	77_1
104550309	gunner	hat	77_2
104550310	gunner	hat	77_3
104550311	gunner	hat	95_0
104550312	gunner	hat	95_1
104550313	gunner	hat	95_2
104550314	gunner	hat	95_3
104550315	gunner	hat	96_2
104550316	gunner	hat	100_0
104550317	gunner	hat	111_0
104550318	gunner	hat	111_1
104550319	gunner	hat	111_2
104550320	gunner	hat	20_3
104550321	gunner	hat	28_0
104550322	gunner	hat	28_1
104550323	gunner	hat	28_2
104550324	gunner	hat	28_3
104550325	gunner	hat	30_2
104550326	gunner	hat	30_3
104550327	gunner	hat	33_0
104550328	gunner	hat	33_1
104550329	gunner	hat	33_2
104550330	gunner	hat	33_3
104550331	gunner	hat	35_0
104550332	gunner	hat	40_1
104550333	gunner	hat	40_2
104550334	gunner	hat	40_3
104550335	gunner	hat	42_0
104550336	gunner	hat	42_1
104550337	gunner	hat	42_2
104550338	gunner	hat	42_3
104550339	gunner	hat	44_0
104550340	gunner	hat	44_1
104550341	gunner	hat	44_2
104550342	gunner	hat	44_3
104550343	gunner	hat	47_0
104550344	gunner	hat	47_1
104550345	gunner	hat	47_2
104550346	gunner	hat	47_3
104550347	gunner	hat	48_0
104550348	gunner	hat	48_1
104550349	gunner	hat	48_2
104550350	gunner	hat	48_3
104550351	gunner	hat	51_0
104550352	gunner	hat	51_1
104550353	gunner	hat	51_2
104550354	gunner	hat	51_3
104550355	gunner	hat	56_0
104550356	gunner	hat	56_1
104550357	gunner	hat	56_2
104550358	gunner	hat	56_3
104550359	gunner	hat	57_0
104550360	gunner	hat	57_1
104550361	gunner	hat	57_2
104550362	gunner	hat	57_3
104550363	gunner	hat	58_0
104550364	gunner	hat	58_1
104550365	gunner	hat	58_2
104550366	gunner	hat	58_3
104550367	gunner	hat	66_0
104550368	gunner	hat	66_1
104550369	gunner	hat	66_2
104550370	gunner	hat	66_3
104550371	gunner	hat	69_0
104550372	gunner	hat	69_1
104550373	gunner	hat	69_2
104550374	gunner	hat	69_3
104550375	gunner	hat	90_1
104550376	gunner	hat	90_3
104550377	gunner	hat	96_0
104550378	gunner	hat	96_1
104550379	gunner	hat	96_3
104550380	gunner	hat	100_1
104550381	gunner	hat	100_2
104550382	gunner	hat	100_3
104550384	gunner	hat	0_0
104550385	gunner	hat	2_0
104550386	gunner	hat	0_1
104550387	gunner	hat	0_2
104550388	gunner	hat	0_3
104550389	gunner	hat	2_1
104550390	gunner	hat	2_2
104550391	gunner	hat	2_3
104550392	gunner	hat	1_0
104550393	gunner	hat	1_1
104550394	gunner	hat	1_2
104550395	gunner	hat	1_3
104550396	gunner	hat	3_0
104550397	gunner	hat	3_1
104550398	gunner	hat	3_2
104550399	gunner	hat	3_3
104550400	gunner	hat	4_0
104550401	gunner	hat	4_1
104550402	gunner	hat	4_2
104550403	gunner	hat	4_3
104550404	gunner	hat	32_0
104550417	gunner	hat	116_0
104550418	gunner	hat	114_0
104550419	gunner	hat	114_1
104550420	gunner	hat	114_2
104550421	gunner	hat	114_3
104550422	gunner	hat	114_0
104550423	gunner	hat	114_1
104550424	gunner	hat	114_2
104550425	gunner	hat	114_3
104550426	gunner	hat	99_0
104550427	gunner	hat	99_0
104550433	gunner	hat	110_0
104550434	gunner	hat	110_1
104550435	gunner	hat	126_0
104550436	gunner	hat	126_1
104550437	gunner	hat	126_2
104550438	gunner	hat	126_3
104550439	gunner	hat	126_0
104550440	gunner	hat	126_1
104550441	gunner	hat	126_2
104550442	gunner	hat	126_3
104550443	gunner	hat	95_2
104550444	gunner	hat	95_2
104550446	gunner	hat	49_0
104550447	gunner	hat	49_0
104550448	gunner	hat	49_0
104550449	gunner	hat	49_0
104550450	gunner	hat	49_0
104550451	gunner	hat	49_0
104550452	gunner	hat	49_0
104550453	gunner	hat	49_0
104550454	gunner	hat	49_0
104550455	gunner	hat	49_0
104550456	gunner	hat	49_0
104550457	gunner	hat	49_0
104550458	gunner	hat	49_0
104550459	gunner	hat	49_0
104550460	gunner	hat	49_0
104550505	gunner	hat	133_0
104550506	gunner	hat	133_1
104550507	gunner	hat	133_2
104550508	gunner	hat	133_3
104550531	gunner	hat	
104550533	gunner	hat	137_0
104550534	gunner	hat	137_1
104550535	gunner	hat	137_2
104550536	gunner	hat	137_3
104550537	gunner	hat	141_0
104550538	gunner	hat	141_1
104550539	gunner	hat	141_2
104550540	gunner	hat	141_3
104550549	gunner	hat	142_0
104550550	gunner	hat	142_1
104550551	gunner	hat	142_2
104550552	gunner	hat	142_3
104550556	gunner	hat	147_0
104550557	gunner	hat	147_1
104550558	gunner	hat	69_0
104550559	gunner	hat	69_1
104550560	gunner	hat	69_2
104550561	gunner	hat	69_3
104550567	gunner	hat	152_0
104550568	gunner	hat	152_1
104550569	gunner	hat	152_2
104550570	gunner	hat	152_3
104550571	gunner	hat	151_0
104550572	gunner	hat	151_1
104550573	gunner	hat	151_2
104550574	gunner	hat	151_3
104550580	gunner	hat	68_0
104550581	gunner	hat	68_1
104550582	gunner	hat	68_2
104550583	gunner	hat	68_3
104550587	gunner	hat	164_0
104550588	gunner	hat	164_1
104550589	gunner	hat	164_2
104550590	gunner	hat	164_3
104550593	gunner	hat	162_0
104550594	gunner	hat	162_1
104550595	gunner	hat	162_2
104550596	gunner	hat	162_3
104550599	gunner	hat	153_0
104550600	gunner	hat	153_1
104550601	gunner	hat	153_2
104550607	gunner	hat	171_0
104550608	gunner	hat	171_1
104550609	gunner	hat	171_2
104550617	gunner	hat	172_0
104550618	gunner	hat	172_1
104550619	gunner	hat	172_2
104550620	gunner	hat	172_3
104550625	gunner	hat	176_0
104550626	gunner	hat	180_0
104550627	gunner	hat	180_1
104550628	gunner	hat	180_2
104550629	gunner	hat	180_3
104550631	gunner	hat	182_0
104550633	gunner	hat	144_0
104550634	gunner	hat	144_1
104550637	gunner	hat	186_0
104550638	gunner	hat	186_1
104550639	gunner	hat	186_2
104550640	gunner	hat	186_3
104550647	gunner	hat	155_0
104550648	gunner	hat	155_1
104550649	gunner	hat	155_2
104550650	gunner	hat	187_0
104550651	gunner	hat	187_1
104550652	gunner	hat	187_2
104550653	gunner	hat	187_3
104550655	gunner	hat	191_0
104550669	gunner	hat	195_0
104550670	gunner	hat	194_0
104550671	gunner	hat	194_1
104550672	gunner	hat	194_2
104550673	gunner	hat	194_3
104551495	gunner	hat	52_2
104551550	gunner	hat	189_0
104551551	gunner	hat	189_1
104551552	gunner	hat	189_2
104551553	gunner	hat	189_3
104551649	gunner	hat	216_0
104551653	gunner	hat	219_0
104551657	gunner	hat	223_0
104551661	gunner	hat	241_0
104560415	gunner	hair	33_1
104560416	gunner	hair	33_2
104560417	gunner	hair	33_3
104560418	gunner	hair	34_0
104560419	gunner	hair	34_1
104560420	gunner	hair	34_2
104560421	gunner	hair	34_3
104560422	gunner	hair	36_0
104560423	gunner	hair	36_1
104560424	gunner	hair	36_2
104560425	gunner	hair	38_0
104560426	gunner	hair	43_0
104560427	gunner	hair	43_1
104560428	gunner	hair	43_2
104560429	gunner	hair	43_3
104560430	gunner	hair	45_0
104560431	gunner	hair	45_1
104560432	gunner	hair	45_2
104560433	gunner	hair	45_3
104560434	gunner	hair	50_0
104560435	gunner	hair	50_2
104560436	gunner	hair	50_3
104560437	gunner	hair	54_2
104560438	gunner	hair	54_3
104560439	gunner	hair	55_0
104560440	gunner	hair	55_1
104560441	gunner	hair	55_2
104560442	gunner	hair	55_3
104560443	gunner	hair	66_0
104560444	gunner	hair	66_1
104560445	gunner	hair	66_2
104560446	gunner	hair	66_3
104560447	gunner	hair	67_0
104560448	gunner	hair	67_1
104560449	gunner	hair	67_2
104560450	gunner	hair	67_3
104560451	gunner	hair	84_3
104560452	gunner	hair	76_0
104560453	gunner	hair	76_1
104560454	gunner	hair	76_2
104560455	gunner	hair	76_3
104560456	gunner	hair	4_1
104560457	gunner	hair	4_2
104560458	gunner	hair	4_3
104560459	gunner	hair	5_0
104560460	gunner	hair	6_0
104560461	gunner	hair	7_0
104560462	gunner	hair	8_0
104560463	gunner	hair	2_1
104560464	gunner	hair	2_2
104560465	gunner	hair	7_1
104560466	gunner	hair	7_2
104560467	gunner	hair	7_3
104560468	gunner	hair	8_1
104560469	gunner	hair	8_2
104560470	gunner	hair	8_3
104560471	gunner	hair	9_1
104560472	gunner	hair	9_2
104560473	gunner	hair	9_3
104560474	gunner	hair	10_0
104560475	gunner	hair	17_3
104560476	gunner	hair	14_0
104560477	gunner	hair	14_1
104560478	gunner	hair	14_2
104560479	gunner	hair	14_3
104560480	gunner	hair	15_0
104560481	gunner	hair	15_1
104560482	gunner	hair	15_2
104560483	gunner	hair	15_3
104560484	gunner	hair	11_0
104560485	gunner	hair	104_0
104560486	gunner	hair	29_0
104560487	gunner	hair	29_1
104560488	gunner	hair	29_2
104560489	gunner	hair	29_3
104560490	gunner	hair	33_0
104560491	gunner	hair	36_3
104560492	gunner	hair	37_0
104560493	gunner	hair	37_1
104560494	gunner	hair	37_2
104560495	gunner	hair	37_3
104560496	gunner	hair	38_1
104560497	gunner	hair	38_2
104560498	gunner	hair	38_3
104560499	gunner	hair	41_0
104560500	gunner	hair	41_1
104560501	gunner	hair	41_2
104560502	gunner	hair	41_3
104560503	gunner	hair	47_0
104560504	gunner	hair	47_1
104560505	gunner	hair	47_2
104560506	gunner	hair	47_3
104560507	gunner	hair	48_0
104560508	gunner	hair	48_1
104560509	gunner	hair	48_2
104560510	gunner	hair	48_3
104560511	gunner	hair	50_1
104560512	gunner	hair	53_0
104560513	gunner	hair	53_1
104560514	gunner	hair	53_2
104560515	gunner	hair	53_3
104560516	gunner	hair	54_0
104560517	gunner	hair	54_1
104560518	gunner	hair	63_0
104560519	gunner	hair	63_1
104560520	gunner	hair	63_2
104560521	gunner	hair	63_3
104560522	gunner	hair	84_0
104560523	gunner	hair	84_1
104560524	gunner	hair	84_2
104560525	gunner	hair	88_0
104560526	gunner	hair	88_1
104560527	gunner	hair	88_2
104560528	gunner	hair	88_3
104560529	gunner	hair	89_0
104560530	gunner	hair	89_1
104560531	gunner	hair	89_2
104560532	gunner	hair	89_3
104560533	gunner	hair	93_0
104560534	gunner	hair	93_1
104560535	gunner	hair	93_2
104560536	gunner	hair	93_3
104560538	gunner	hair	1_0
104560539	gunner	hair	2_0
104560540	gunner	hair	1_1
104560541	gunner	hair	1_2
104560542	gunner	hair	3_0
104560543	gunner	hair	4_0
104560544	gunner	hair	1_3
104560545	gunner	hair	9_0
104560546	gunner	hair	2_3
104560547	gunner	hair	3_1
104560548	gunner	hair	3_2
104560549	gunner	hair	3_3
104560550	gunner	hair	5_1
104560551	gunner	hair	5_2
104560552	gunner	hair	5_3
104560553	gunner	hair	6_1
104560554	gunner	hair	6_2
104560555	gunner	hair	6_3
104560556	gunner	hair	10_1
104560557	gunner	hair	10_2
104560558	gunner	hair	10_3
104560559	gunner	hair	12_0
104560560	gunner	hair	12_1
104560561	gunner	hair	12_2
104560562	gunner	hair	12_3
104560563	gunner	hair	17_0
104560564	gunner	hair	17_1
104560565	gunner	hair	17_2
104560566	gunner	hair	11_1
104560567	gunner	hair	11_2
104560568	gunner	hair	11_3
104560569	gunner	hair	18_0
104560570	gunner	hair	18_1
104560571	gunner	hair	18_2
104560572	gunner	hair	18_3
104560573	gunner	hair	104_1
104560574	gunner	hair	104_2
104560589	gunner	hair	107_0
104560590	gunner	hair	107_1
104560591	gunner	hair	107_2
104560592	gunner	hair	107_3
104560593	gunner	hair	107_0
104560594	gunner	hair	107_1
104560595	gunner	hair	107_2
104560596	gunner	hair	107_3
104560597	gunner	hair	116_0
104560598	gunner	hair	117_0
104560599	gunner	hair	118_0
104560600	gunner	hair	119_0
104560601	gunner	hair	116_0
104560602	gunner	hair	117_0
104560603	gunner	hair	118_0
104560604	gunner	hair	119_0
104560613	gunner	hair	103_0
104560614	gunner	hair	103_1
104560615	gunner	hair	114_0
104560616	gunner	hair	114_1
104560617	gunner	hair	114_2
104560618	gunner	hair	114_3
104560619	gunner	hair	114_0
104560620	gunner	hair	114_1
104560621	gunner	hair	114_2
104560622	gunner	hair	114_3
104560624	gunner	hair	49_0
104560625	gunner	hair	49_0
104560626	gunner	hair	49_0
104560627	gunner	hair	49_0
104560628	gunner	hair	49_0
104560629	gunner	hair	49_0
104560630	gunner	hair	49_0
104560631	gunner	hair	49_0
104560632	gunner	hair	49_0
104560633	gunner	hair	49_0
104560634	gunner	hair	49_0
104560635	gunner	hair	49_0
104560636	gunner	hair	49_0
104560637	gunner	hair	49_0
104560638	gunner	hair	49_0
104560685	gunner	hair	126_0
104560686	gunner	hair	126_1
104560687	gunner	hair	126_2
104560688	gunner	hair	126_3
104560704	gunner	hair	109_0
104560706	gunner	hair	127_0
104560707	gunner	hair	127_1
104560708	gunner	hair	127_2
104560709	gunner	hair	127_3
104560710	gunner	hair	131_0
104560711	gunner	hair	131_1
104560712	gunner	hair	131_2
104560713	gunner	hair	131_3
104560721	gunner	hair	132_0
104560722	gunner	hair	132_1
104560723	gunner	hair	132_2
104560724	gunner	hair	132_3
104560727	gunner	hair	136_0
104560728	gunner	hair	136_1
104560729	gunner	hair	67_0
104560730	gunner	hair	67_1
104560731	gunner	hair	67_2
104560732	gunner	hair	67_3
104560737	gunner	hair	140_0
104560738	gunner	hair	140_1
104560739	gunner	hair	140_2
104560740	gunner	hair	140_3
104560741	gunner	hair	139_0
104560742	gunner	hair	139_1
104560743	gunner	hair	139_2
104560744	gunner	hair	139_3
104560750	gunner	hair	66_0
104560751	gunner	hair	66_1
104560752	gunner	hair	66_2
104560753	gunner	hair	66_3
104560757	gunner	hair	149_0
104560758	gunner	hair	149_1
104560759	gunner	hair	149_2
104560760	gunner	hair	149_3
