文件代码	文件路径	equipment type	variation
104510443	gunner	pants	52_1
104510444	gunner	pants	52_2
104510445	gunner	pants	52_3
104510446	gunner	pants	53_0
104510447	gunner	pants	53_1
104510448	gunner	pants	53_2
104510449	gunner	pants	53_3
104510450	gunner	pants	55_0
104510451	gunner	pants	55_1
104510452	gunner	pants	58_0
104510453	gunner	pants	58_1
104510454	gunner	pants	58_2
104510455	gunner	pants	58_3
104510456	gunner	pants	59_0
104510457	gunner	pants	59_1
104510458	gunner	pants	59_2
104510459	gunner	pants	68_0
104510460	gunner	pants	68_1
104510461	gunner	pants	68_2
104510462	gunner	pants	68_3
104510463	gunner	pants	87_0
104510464	gunner	pants	87_1
104510465	gunner	pants	87_2
104510466	gunner	pants	87_3
104510467	gunner	pants	79_0
104510468	gunner	pants	79_1
104510469	gunner	pants	79_2
104510470	gunner	pants	79_3
104510471	gunner	pants	96_1
104510472	gunner	pants	96_2
104510473	gunner	pants	96_3
104510474	gunner	pants	3_0
104510475	gunner	pants	4_0
104510476	gunner	pants	5_0
104510477	gunner	pants	7_0
104510478	gunner	pants	8_0
104510479	gunner	pants	9_0
104510480	gunner	pants	10_0
104510481	gunner	pants	3_1
104510482	gunner	pants	7_3
104510483	gunner	pants	8_1
104510484	gunner	pants	8_2
104510485	gunner	pants	8_3
104510486	gunner	pants	9_1
104510487	gunner	pants	9_2
104510488	gunner	pants	9_3
104510489	gunner	pants	10_1
104510490	gunner	pants	10_2
104510491	gunner	pants	10_3
104510492	gunner	pants	13_3
104510493	gunner	pants	12_1
104510494	gunner	pants	12_2
104510495	gunner	pants	12_3
104510496	gunner	pants	16_0
104510497	gunner	pants	16_1
104510498	gunner	pants	16_2
104510499	gunner	pants	16_3
104510500	gunner	pants	17_0
104510501	gunner	pants	17_1
104510502	gunner	pants	17_2
104510503	gunner	pants	17_3
104510504	gunner	pants	18_0
104510505	gunner	pants	32_0
104510506	gunner	pants	32_1
104510507	gunner	pants	32_2
104510508	gunner	pants	32_3
104510509	gunner	pants	36_0
104510510	gunner	pants	36_1
104510511	gunner	pants	36_2
104510512	gunner	pants	36_3
104510513	gunner	pants	37_0
104510514	gunner	pants	37_1
104510515	gunner	pants	37_2
104510516	gunner	pants	37_3
104510517	gunner	pants	39_0
104510518	gunner	pants	39_1
104510519	gunner	pants	39_2
104510520	gunner	pants	39_3
104510521	gunner	pants	47_1
104510522	gunner	pants	47_2
104510523	gunner	pants	47_3
104510524	gunner	pants	49_0
104510525	gunner	pants	49_1
104510526	gunner	pants	49_2
104510527	gunner	pants	49_3
104510528	gunner	pants	55_2
104510529	gunner	pants	55_3
104510530	gunner	pants	59_3
104510531	gunner	pants	60_0
104510532	gunner	pants	60_1
104510533	gunner	pants	60_2
104510534	gunner	pants	60_3
104510535	gunner	pants	70_0
104510536	gunner	pants	70_1
104510537	gunner	pants	70_2
104510538	gunner	pants	70_3
104510539	gunner	pants	71_0
104510540	gunner	pants	71_1
104510541	gunner	pants	71_2
104510542	gunner	pants	71_3
104510543	gunner	pants	91_0
104510544	gunner	pants	91_1
104510545	gunner	pants	91_2
104510546	gunner	pants	91_3
104510547	gunner	pants	92_0
104510548	gunner	pants	92_1
104510549	gunner	pants	92_2
104510550	gunner	pants	92_3
104510551	gunner	pants	96_0
104510553	gunner	pants	1_0
104510554	gunner	pants	2_0
104510555	gunner	pants	2_1
104510556	gunner	pants	2_2
104510557	gunner	pants	2_3
104510558	gunner	pants	1_1
104510559	gunner	pants	1_2
104510560	gunner	pants	1_3
104510561	gunner	pants	11_0
104510562	gunner	pants	3_2
104510563	gunner	pants	3_3
104510564	gunner	pants	4_1
104510565	gunner	pants	4_2
104510566	gunner	pants	4_3
104510567	gunner	pants	5_1
104510568	gunner	pants	5_2
104510569	gunner	pants	5_3
104510570	gunner	pants	7_1
104510571	gunner	pants	7_2
104510572	gunner	pants	11_1
104510573	gunner	pants	11_2
104510574	gunner	pants	11_3
104510575	gunner	pants	13_0
104510576	gunner	pants	13_1
104510577	gunner	pants	13_2
104510578	gunner	pants	12_0
104510579	gunner	pants	18_1
104510580	gunner	pants	18_2
104510581	gunner	pants	18_3
104510582	gunner	pants	21_0
104510583	gunner	pants	21_1
104510584	gunner	pants	21_2
104510585	gunner	pants	21_3
104510586	gunner	pants	20_0
104510587	gunner	pants	20_1
104510588	gunner	pants	20_2
104510589	gunner	pants	20_3
104510590	gunner	pants	109_0
104510591	gunner	pants	109_1
104510592	gunner	pants	109_2
104510607	gunner	pants	114_0
104510608	gunner	pants	114_0
104510609	gunner	pants	112_0
104510610	gunner	pants	112_1
104510611	gunner	pants	112_2
104510612	gunner	pants	112_3
104510613	gunner	pants	112_0
104510614	gunner	pants	112_1
104510615	gunner	pants	112_2
104510616	gunner	pants	112_3
104510617	gunner	pants	122_0
104510618	gunner	pants	123_0
104510619	gunner	pants	124_0
104510620	gunner	pants	125_0
104510621	gunner	pants	122_0
104510622	gunner	pants	123_0
104510623	gunner	pants	124_0
104510624	gunner	pants	125_0
104510633	gunner	pants	108_0
104510634	gunner	pants	108_1
104510635	gunner	pants	120_0
104510636	gunner	pants	120_1
104510637	gunner	pants	120_2
104510638	gunner	pants	120_3
104510639	gunner	pants	120_0
104510640	gunner	pants	120_1
104510641	gunner	pants	120_2
104510642	gunner	pants	120_3
104510643	gunner	pants	91_2
104510644	gunner	pants	91_2
104510646	gunner	pants	54_0
104510647	gunner	pants	54_0
104510648	gunner	pants	54_0
104510649	gunner	pants	54_0
104510650	gunner	pants	54_0
104510651	gunner	pants	54_0
104510652	gunner	pants	54_0
104510653	gunner	pants	54_0
104510654	gunner	pants	54_0
104510655	gunner	pants	54_0
104510656	gunner	pants	54_0
104510657	gunner	pants	54_0
104510658	gunner	pants	54_0
104510659	gunner	pants	54_0
104510660	gunner	pants	54_0
104510869	gunner	pants	132_0
104510870	gunner	pants	132_1
104510871	gunner	pants	132_2
104510872	gunner	pants	132_3
104510892	gunner	pants	115_0
104510896	gunner	pants	133_0
104510897	gunner	pants	133_1
104510898	gunner	pants	133_2
104510899	gunner	pants	133_3
104510900	gunner	pants	137_0
104510901	gunner	pants	137_1
104510902	gunner	pants	137_2
104510903	gunner	pants	137_3
104510909	gunner	pants	138_0
104510910	gunner	pants	138_1
104510911	gunner	pants	138_2
104510912	gunner	pants	138_3
104510915	gunner	pants	142_0
104510916	gunner	pants	142_1
104510917	gunner	pants	71_0
104510918	gunner	pants	71_1
104510919	gunner	pants	71_2
104510920	gunner	pants	71_3
104510925	gunner	pants	146_0
104510926	gunner	pants	146_1
104510927	gunner	pants	146_2
104510928	gunner	pants	146_3
104510929	gunner	pants	145_0
104510930	gunner	pants	145_1
104510931	gunner	pants	145_2
104510932	gunner	pants	145_3
104510938	gunner	pants	70_0
104510939	gunner	pants	70_1
104510940	gunner	pants	70_2
104510941	gunner	pants	70_3
104510945	gunner	pants	155_0
104510946	gunner	pants	155_1
104510947	gunner	pants	155_2
104510948	gunner	pants	155_3
104510951	gunner	pants	153_0
104510952	gunner	pants	153_1
104510953	gunner	pants	153_2
104510954	gunner	pants	153_3
104510956	gunner	pants	0_0
104510959	gunner	pants	161_0
104510960	gunner	pants	161_1
104510961	gunner	pants	161_2
104510972	gunner	pants	162_0
104510973	gunner	pants	162_1
104510974	gunner	pants	162_2
104510975	gunner	pants	162_3
104510980	gunner	pants	168_0
104510981	gunner	pants	168_1
104510982	gunner	pants	168_2
104510983	gunner	pants	168_3
104510985	gunner	pants	139_0
104510986	gunner	pants	139_1
104510989	gunner	pants	174_0
104510990	gunner	pants	174_1
104510991	gunner	pants	174_2
104510992	gunner	pants	174_3
104511002	gunner	pants	148_0
104511003	gunner	pants	148_1
104511004	gunner	pants	148_2
104511005	gunner	pants	175_0
104511006	gunner	pants	175_1
104511007	gunner	pants	175_2
104511008	gunner	pants	175_3
104511023	gunner	pants	180_0
104511024	gunner	pants	180_1
104511025	gunner	pants	180_2
104511026	gunner	pants	180_3
104511833	gunner	pants	56_2
104511874	gunner	pants	176_0
104511875	gunner	pants	176_1
104511876	gunner	pants	176_2
104511877	gunner	pants	176_3
104511971	gunner	pants	194_0
104511975	gunner	pants	196_0
104511979	gunner	pants	199_0
104511983	gunner	pants	201_0
104520283	gunner	breast	15_0
104520284	gunner	breast	24_0
104520285	gunner	breast	24_1
104520286	gunner	breast	24_2
104520287	gunner	breast	24_3
104520288	gunner	breast	32_1
104520289	gunner	breast	32_2
104520290	gunner	breast	34_0
104520291	gunner	breast	35_0
104520292	gunner	breast	35_1
104520293	gunner	breast	35_2
104520294	gunner	breast	41_0
104520295	gunner	breast	41_1
104520296	gunner	breast	41_2
104520297	gunner	breast	41_3
104520298	gunner	breast	42_2
104520299	gunner	breast	42_3
104520300	gunner	breast	43_2
104520301	gunner	breast	57_0
104520302	gunner	breast	57_1
104520303	gunner	breast	57_2
104520304	gunner	breast	57_3
104520305	gunner	breast	58_3
104520306	gunner	breast	76_2
104520307	gunner	breast	76_3
104520308	gunner	breast	82_0
104520309	gunner	breast	82_3
104520310	gunner	breast	83_0
104520311	gunner	breast	83_1
104520312	gunner	breast	83_2
104520313	gunner	breast	83_3
104520314	gunner	breast	88_0
104520315	gunner	breast	88_1
104520316	gunner	breast	88_2
104520317	gunner	breast	88_3
104520318	gunner	breast	0_1
104520319	gunner	breast	0_2
104520320	gunner	breast	1_0
104520321	gunner	breast	1_1
104520322	gunner	breast	1_2
104520323	gunner	breast	1_3
104520324	gunner	breast	2_0
104520325	gunner	breast	2_1
104520326	gunner	breast	15_1
104520327	gunner	breast	15_2
104520328	gunner	breast	15_3
104520329	gunner	breast	19_0
104520330	gunner	breast	19_1
104520331	gunner	breast	19_2
104520332	gunner	breast	19_3
104520333	gunner	breast	20_0
104520334	gunner	breast	20_1
104520335	gunner	breast	20_2
104520336	gunner	breast	20_3
104520337	gunner	breast	22_0
104520338	gunner	breast	22_1
104520339	gunner	breast	22_2
104520340	gunner	breast	22_3
104520341	gunner	breast	23_0
104520342	gunner	breast	23_1
104520343	gunner	breast	23_2
104520344	gunner	breast	23_3
104520345	gunner	breast	27_0
104520346	gunner	breast	27_1
104520347	gunner	breast	27_2
104520348	gunner	breast	27_3
104520349	gunner	breast	30_0
104520350	gunner	breast	30_1
104520351	gunner	breast	30_2
104520352	gunner	breast	30_3
104520353	gunner	breast	32_0
104520354	gunner	breast	32_3
104520355	gunner	breast	34_1
104520356	gunner	breast	34_2
104520357	gunner	breast	34_3
104520358	gunner	breast	35_3
104520359	gunner	breast	37_0
104520360	gunner	breast	37_1
104520361	gunner	breast	37_2
104520362	gunner	breast	37_3
104520363	gunner	breast	42_0
104520364	gunner	breast	42_1
104520365	gunner	breast	43_0
104520366	gunner	breast	43_1
104520367	gunner	breast	43_3
104520368	gunner	breast	54_0
104520369	gunner	breast	54_1
104520370	gunner	breast	54_2
104520371	gunner	breast	54_3
104520372	gunner	breast	58_0
104520373	gunner	breast	58_1
104520374	gunner	breast	58_2
104520375	gunner	breast	76_0
104520376	gunner	breast	76_1
104520377	gunner	breast	67_0
104520378	gunner	breast	67_1
104520379	gunner	breast	67_2
104520380	gunner	breast	67_3
104520381	gunner	breast	82_1
104520382	gunner	breast	82_2
104520384	gunner	breast	0_0
104520385	gunner	breast	0_3
104520386	gunner	breast	2_2
104520387	gunner	breast	2_3
104520388	gunner	breast	97_0
104520389	gunner	breast	97_1
104520390	gunner	breast	97_2
104520391	gunner	breast	105_0
104520394	gunner	breast	108_0
104520409	gunner	breast	100_0
104520410	gunner	breast	100_1
104520411	gunner	breast	100_2
104520412	gunner	breast	100_3
104520413	gunner	breast	100_0
104520414	gunner	breast	100_1
104520415	gunner	breast	100_2
104520416	gunner	breast	100_3
104520417	gunner	breast	87_0
104520418	gunner	breast	87_0
104520424	gunner	breast	96_0
104520425	gunner	breast	96_1
104520426	gunner	breast	109_0
104520427	gunner	breast	109_1
104520428	gunner	breast	109_2
104520429	gunner	breast	109_3
104520430	gunner	breast	109_0
104520431	gunner	breast	109_1
104520432	gunner	breast	109_2
104520433	gunner	breast	109_3
104520435	gunner	breast	36_0
104520436	gunner	breast	36_0
104520437	gunner	breast	36_0
104520438	gunner	breast	36_0
104520439	gunner	breast	36_0
104520440	gunner	breast	36_0
104520441	gunner	breast	36_0
104520442	gunner	breast	36_0
104520443	gunner	breast	36_0
104520444	gunner	breast	36_0
104520445	gunner	breast	36_0
104520446	gunner	breast	36_0
104520447	gunner	breast	36_0
104520448	gunner	breast	36_0
104520449	gunner	breast	36_0
104520494	gunner	breast	117_0
104520495	gunner	breast	117_1
104520496	gunner	breast	117_2
104520497	gunner	breast	117_3
104520514	gunner	breast	105_0
104520515	gunner	breast	108_0
104520520	gunner	breast	102_0
104520522	gunner	breast	118_0
104520523	gunner	breast	118_1
104520524	gunner	breast	118_2
104520525	gunner	breast	118_3
104520526	gunner	breast	122_0
104520527	gunner	breast	122_1
104520528	gunner	breast	122_2
104520529	gunner	breast	122_3
104520537	gunner	breast	123_0
104520538	gunner	breast	123_1
104520539	gunner	breast	123_2
104520540	gunner	breast	123_3
104520543	gunner	breast	128_0
104520544	gunner	breast	128_1
104520545	gunner	breast	58_0
104520546	gunner	breast	58_1
104520547	gunner	breast	58_2
104520548	gunner	breast	58_3
104520553	gunner	breast	132_0
104520554	gunner	breast	132_1
104520555	gunner	breast	132_2
104520556	gunner	breast	132_3
104520557	gunner	breast	131_0
104520558	gunner	breast	131_1
104520559	gunner	breast	131_2
104520560	gunner	breast	131_3
104520566	gunner	breast	57_0
104520567	gunner	breast	57_1
104520568	gunner	breast	57_2
104520569	gunner	breast	57_3
104520571	gunner	breast	142_0
104520572	gunner	breast	142_1
104520573	gunner	breast	142_2
104520574	gunner	breast	142_3
104520579	gunner	breast	140_0
104520580	gunner	breast	140_1
104520581	gunner	breast	140_2
104520582	gunner	breast	140_3
104520585	gunner	breast	133_0
104520586	gunner	breast	133_1
104520587	gunner	breast	133_2
104520590	gunner	breast	
104520598	gunner	breast	148_0
104520599	gunner	breast	148_1
104520600	gunner	breast	148_2
104520601	gunner	breast	148_3
104520606	gunner	breast	154_0
104520607	gunner	breast	154_1
104520608	gunner	breast	154_2
104520609	gunner	breast	154_3
104520611	gunner	breast	124_0
104520612	gunner	breast	124_1
104520615	gunner	breast	158_0
104520616	gunner	breast	158_1
104520617	gunner	breast	158_2
104520618	gunner	breast	158_3
104520619	gunner	breast	135_0
104520620	gunner	breast	135_1
104520621	gunner	breast	135_2
104520622	gunner	breast	160_0
104520623	gunner	breast	160_1
104520624	gunner	breast	160_2
104520625	gunner	breast	160_3
104520637	gunner	breast	164_0
104520638	gunner	breast	164_1
104520639	gunner	breast	164_2
104520640	gunner	breast	164_3
104521471	gunner	breast	38_2
104521509	gunner	breast	159_0
104521510	gunner	breast	159_1
104521511	gunner	breast	159_2
104521512	gunner	breast	159_3
104521602	gunner	breast	179_0
104521606	gunner	breast	182_0
104521610	gunner	breast	185_0
104521614	gunner	breast	187_0
104530270	gunner	waist	14_1
104530271	gunner	waist	14_2
104530272	gunner	waist	14_3
104530273	gunner	waist	18_0
104530274	gunner	waist	18_1
104530275	gunner	waist	19_0
104530276	gunner	waist	19_1
104530277	gunner	waist	19_2
104530278	gunner	waist	19_3
104530279	gunner	waist	24_0
104530280	gunner	waist	24_1
104530281	gunner	waist	24_2
104530282	gunner	waist	24_3
104530283	gunner	waist	27_0
104530284	gunner	waist	31_1
104530285	gunner	waist	31_2
104530286	gunner	waist	31_3
104530287	gunner	waist	33_0
104530288	gunner	waist	33_1
104530289	gunner	waist	33_2
104530290	gunner	waist	33_3
104530291	gunner	waist	34_0
104530292	gunner	waist	34_1
104530293	gunner	waist	40_0
104530294	gunner	waist	40_1
104530295	gunner	waist	40_2
104530296	gunner	waist	40_3
104530297	gunner	waist	41_0
104530298	gunner	waist	47_2
104530299	gunner	waist	47_3
104530300	gunner	waist	59_0
104530301	gunner	waist	59_1
104530302	gunner	waist	59_2
104530303	gunner	waist	59_3
104530304	gunner	waist	71_0
104530305	gunner	waist	71_2
104530306	gunner	waist	71_3
104530307	gunner	waist	72_0
104530308	gunner	waist	72_1
104530309	gunner	waist	72_3
104530310	gunner	waist	77_0
104530311	gunner	waist	77_3
104530312	gunner	waist	0_0
104530313	gunner	waist	0_1
104530314	gunner	waist	0_2
104530315	gunner	waist	0_3
104530316	gunner	waist	1_0
104530317	gunner	waist	1_1
104530318	gunner	waist	1_2
104530319	gunner	waist	1_3
104530320	gunner	waist	2_1
104530321	gunner	waist	14_0
104530322	gunner	waist	22_0
104530323	gunner	waist	22_1
104530324	gunner	waist	22_2
104530325	gunner	waist	22_3
104530326	gunner	waist	23_0
104530327	gunner	waist	23_1
104530328	gunner	waist	23_2
104530329	gunner	waist	23_3
104530330	gunner	waist	27_1
104530331	gunner	waist	27_2
104530332	gunner	waist	27_3
104530333	gunner	waist	29_0
104530334	gunner	waist	29_1
104530335	gunner	waist	29_2
104530336	gunner	waist	29_3
104530337	gunner	waist	31_0
104530338	gunner	waist	34_2
104530339	gunner	waist	34_3
104530340	gunner	waist	36_0
104530341	gunner	waist	36_1
104530342	gunner	waist	36_2
104530343	gunner	waist	36_3
104530344	gunner	waist	41_1
104530345	gunner	waist	41_2
104530346	gunner	waist	41_3
104530347	gunner	waist	42_0
104530348	gunner	waist	42_1
104530349	gunner	waist	42_2
104530350	gunner	waist	42_3
104530351	gunner	waist	47_0
104530352	gunner	waist	47_1
104530353	gunner	waist	50_0
104530354	gunner	waist	50_1
104530355	gunner	waist	50_2
104530356	gunner	waist	50_3
104530357	gunner	waist	67_0
104530358	gunner	waist	67_1
104530359	gunner	waist	67_2
104530360	gunner	waist	67_3
104530361	gunner	waist	71_1
104530362	gunner	waist	72_2
104530363	gunner	waist	77_1
104530364	gunner	waist	77_2
104530366	gunner	waist	2_0
104530367	gunner	waist	2_2
104530368	gunner	waist	2_3
104530369	gunner	waist	21_0
104530382	gunner	waist	88_0
104530383	gunner	waist	88_1
104530384	gunner	waist	88_2
104530385	gunner	waist	88_3
104530386	gunner	waist	88_0
104530387	gunner	waist	88_1
104530388	gunner	waist	88_2
104530389	gunner	waist	88_3
104530390	gunner	waist	76_0
104530391	gunner	waist	76_0
104530397	gunner	waist	85_0
104530398	gunner	waist	85_1
104530399	gunner	waist	94_0
104530400	gunner	waist	94_1
104530401	gunner	waist	94_2
104530402	gunner	waist	94_3
104530403	gunner	waist	94_0
104530404	gunner	waist	94_1
104530405	gunner	waist	94_2
104530406	gunner	waist	94_3
104530408	gunner	waist	35_0
104530409	gunner	waist	35_0
104530410	gunner	waist	35_0
104530411	gunner	waist	35_0
104530412	gunner	waist	35_0
104530413	gunner	waist	35_0
104530414	gunner	waist	35_0
104530415	gunner	waist	35_0
104530416	gunner	waist	35_0
104530417	gunner	waist	35_0
104530418	gunner	waist	35_0
104530419	gunner	waist	35_0
104530420	gunner	waist	35_0
104530421	gunner	waist	35_0
104530422	gunner	waist	35_0
104530456	gunner	waist	102_0
104530457	gunner	waist	102_1
104530458	gunner	waist	102_2
104530459	gunner	waist	102_3
104530475	gunner	waist	
104530477	gunner	waist	103_0
104530478	gunner	waist	103_1
104530479	gunner	waist	103_2
104530480	gunner	waist	103_3
104530481	gunner	waist	106_0
104530482	gunner	waist	106_1
104530483	gunner	waist	106_2
104530484	gunner	waist	106_3
104530490	gunner	waist	107_0
104530491	gunner	waist	107_1
104530492	gunner	waist	107_2
104530493	gunner	waist	107_3
104530495	gunner	waist	111_0
104530496	gunner	waist	111_1
104530497	gunner	waist	50_0
104530498	gunner	waist	50_1
104530499	gunner	waist	50_2
104530500	gunner	waist	50_3
104530505	gunner	waist	115_0
104530506	gunner	waist	115_1
104530507	gunner	waist	115_2
104530508	gunner	waist	115_3
104530509	gunner	waist	114_0
104530510	gunner	waist	114_1
104530511	gunner	waist	114_2
104530512	gunner	waist	114_3
104530518	gunner	waist	
104530520	gunner	waist	125_0
104530521	gunner	waist	125_1
104530522	gunner	waist	125_2
104530523	gunner	waist	125_3
104530526	gunner	waist	123_0
104530527	gunner	waist	123_1
104530528	gunner	waist	123_2
104530529	gunner	waist	123_3
104530532	gunner	waist	116_0
104530533	gunner	waist	116_1
104530534	gunner	waist	116_2
104530537	gunner	waist	
104530545	gunner	waist	131_0
104530546	gunner	waist	131_1
104530547	gunner	waist	131_2
104530548	gunner	waist	131_3
104530553	gunner	waist	137_0
104530554	gunner	waist	137_1
104530555	gunner	waist	137_2
104530556	gunner	waist	137_3
104530558	gunner	waist	108_0
104530559	gunner	waist	108_1
104530562	gunner	waist	
104530566	gunner	waist	118_0
104530567	gunner	waist	118_1
104530568	gunner	waist	118_2
104530569	gunner	waist	143_0
104530570	gunner	waist	143_1
104530571	gunner	waist	143_2
104530572	gunner	waist	143_3
104530587	gunner	waist	148_0
104530588	gunner	waist	148_1
104530589	gunner	waist	148_2
104530590	gunner	waist	148_3
104531390	gunner	waist	37_2
104531437	gunner	waist	144_0
104531438	gunner	waist	144_1
104531439	gunner	waist	144_2
104531440	gunner	waist	144_3
104531526	gunner	waist	162_0
104531530	gunner	waist	165_0
104531534	gunner	waist	167_0
104531538	gunner	waist	168_0
104540391	gunner	shoes	30_2
104540392	gunner	shoes	30_3
104540393	gunner	shoes	31_0
104540394	gunner	shoes	31_1
104540395	gunner	shoes	31_2
104540396	gunner	shoes	31_3
104540397	gunner	shoes	34_0
104540398	gunner	shoes	34_1
104540399	gunner	shoes	34_2
104540400	gunner	shoes	40_1
104540401	gunner	shoes	40_2
104540402	gunner	shoes	40_3
104540403	gunner	shoes	42_0
104540404	gunner	shoes	42_1
104540405	gunner	shoes	42_2
104540406	gunner	shoes	42_3
104540407	gunner	shoes	48_0
104540408	gunner	shoes	48_1
104540409	gunner	shoes	48_2
104540410	gunner	shoes	48_3
104540411	gunner	shoes	50_0
104540412	gunner	shoes	50_1
104540413	gunner	shoes	50_2
104540414	gunner	shoes	56_0
104540415	gunner	shoes	56_1
104540416	gunner	shoes	56_2
104540417	gunner	shoes	56_3
104540418	gunner	shoes	66_1
104540419	gunner	shoes	66_2
104540420	gunner	shoes	66_3
104540421	gunner	shoes	67_0
104540422	gunner	shoes	67_1
104540423	gunner	shoes	67_2
104540424	gunner	shoes	67_3
104540425	gunner	shoes	75_0
104540426	gunner	shoes	75_1
104540427	gunner	shoes	75_2
104540428	gunner	shoes	75_3
104540429	gunner	shoes	88_0
104540430	gunner	shoes	1_0
104540431	gunner	shoes	2_0
104540432	gunner	shoes	0_1
104540433	gunner	shoes	3_0
104540434	gunner	shoes	4_0
104540435	gunner	shoes	1_1
104540436	gunner	shoes	1_2
104540437	gunner	shoes	1_3
104540438	gunner	shoes	3_2
104540439	gunner	shoes	3_3
104540440	gunner	shoes	5_1
104540441	gunner	shoes	5_2
104540442	gunner	shoes	5_3
104540443	gunner	shoes	6_1
104540444	gunner	shoes	6_2
104540445	gunner	shoes	6_3
104540446	gunner	shoes	7_1
104540447	gunner	shoes	7_2
104540448	gunner	shoes	7_3
104540449	gunner	shoes	9_0
104540450	gunner	shoes	13_1
104540451	gunner	shoes	13_2
104540452	gunner	shoes	13_3
104540453	gunner	shoes	10_0
104540454	gunner	shoes	10_1
104540455	gunner	shoes	10_2
104540456	gunner	shoes	10_3
104540457	gunner	shoes	11_0
104540458	gunner	shoes	11_1
104540459	gunner	shoes	11_2
104540460	gunner	shoes	26_0
104540461	gunner	shoes	26_1
104540462	gunner	shoes	26_2
104540463	gunner	shoes	26_3
104540464	gunner	shoes	30_0
104540465	gunner	shoes	30_1
104540466	gunner	shoes	34_3
104540467	gunner	shoes	35_0
104540468	gunner	shoes	35_1
104540469	gunner	shoes	35_2
104540470	gunner	shoes	35_3
104540471	gunner	shoes	37_0
104540472	gunner	shoes	37_1
104540473	gunner	shoes	37_2
104540474	gunner	shoes	37_3
104540475	gunner	shoes	40_0
104540476	gunner	shoes	44_0
104540477	gunner	shoes	44_1
104540478	gunner	shoes	44_2
104540479	gunner	shoes	44_3
104540480	gunner	shoes	47_0
104540481	gunner	shoes	47_1
104540482	gunner	shoes	47_2
104540483	gunner	shoes	47_3
104540484	gunner	shoes	50_3
104540485	gunner	shoes	54_0
104540486	gunner	shoes	54_1
104540487	gunner	shoes	54_2
104540488	gunner	shoes	54_3
104540489	gunner	shoes	55_0
104540490	gunner	shoes	55_1
104540491	gunner	shoes	55_2
104540492	gunner	shoes	55_3
104540493	gunner	shoes	63_0
104540494	gunner	shoes	63_1
104540495	gunner	shoes	63_2
104540496	gunner	shoes	63_3
104540497	gunner	shoes	66_0
104540498	gunner	shoes	83_0
104540499	gunner	shoes	83_1
104540500	gunner	shoes	83_2
104540501	gunner	shoes	83_3
104540502	gunner	shoes	87_0
104540503	gunner	shoes	87_1
104540504	gunner	shoes	87_2
104540505	gunner	shoes	87_3
104540506	gunner	shoes	88_1
104540507	gunner	shoes	88_2
104540508	gunner	shoes	88_3
104540509	gunner	shoes	92_0
104540510	gunner	shoes	92_1
104540511	gunner	shoes	92_2
104540512	gunner	shoes	92_3
104540514	gunner	shoes	4_1
104540515	gunner	shoes	4_2
104540516	gunner	shoes	4_3
104540517	gunner	shoes	5_0
104540518	gunner	shoes	6_0
104540519	gunner	shoes	7_0
104540520	gunner	shoes	2_1
104540521	gunner	shoes	2_2
104540522	gunner	shoes	2_3
104540523	gunner	shoes	3_1
104540524	gunner	shoes	9_1
104540525	gunner	shoes	9_2
104540526	gunner	shoes	9_3
104540527	gunner	shoes	8_0
104540528	gunner	shoes	8_1
104540529	gunner	shoes	8_2
104540530	gunner	shoes	8_3
104540531	gunner	shoes	13_0
104540532	gunner	shoes	11_3
104540533	gunner	shoes	14_0
104540534	gunner	shoes	14_1
104540535	gunner	shoes	14_2
104540536	gunner	shoes	14_3
104540537	gunner	shoes	104_0
104540538	gunner	shoes	104_1
104540539	gunner	shoes	104_2
104540540	gunner	shoes	33_0
104540555	gunner	shoes	107_0
104540556	gunner	shoes	107_1
104540557	gunner	shoes	107_2
104540558	gunner	shoes	107_3
104540559	gunner	shoes	107_0
104540560	gunner	shoes	107_1
104540561	gunner	shoes	107_2
104540562	gunner	shoes	107_3
104540563	gunner	shoes	91_0
104540564	gunner	shoes	91_0
104540570	gunner	shoes	103_0
104540571	gunner	shoes	103_1
104540572	gunner	shoes	114_0
104540573	gunner	shoes	114_1
104540574	gunner	shoes	114_2
104540575	gunner	shoes	114_3
104540576	gunner	shoes	114_0
104540577	gunner	shoes	114_1
104540578	gunner	shoes	114_2
104540579	gunner	shoes	114_3
104540581	gunner	shoes	49_0
104540582	gunner	shoes	49_0
104540583	gunner	shoes	49_0
104540584	gunner	shoes	49_0
104540585	gunner	shoes	49_0
104540586	gunner	shoes	49_0
104540587	gunner	shoes	49_0
104540588	gunner	shoes	49_0
104540589	gunner	shoes	49_0
104540590	gunner	shoes	49_0
104540591	gunner	shoes	49_0
104540592	gunner	shoes	49_0
104540593	gunner	shoes	49_0
104540594	gunner	shoes	49_0
104540595	gunner	shoes	49_0
104540629	gunner	shoes	122_0
104540630	gunner	shoes	122_1
104540631	gunner	shoes	122_2
104540632	gunner	shoes	122_3
104540652	gunner	shoes	109_0
104540654	gunner	shoes	124_0
104540655	gunner	shoes	124_1
104540656	gunner	shoes	124_2
104540657	gunner	shoes	124_3
104540658	gunner	shoes	129_0
104540659	gunner	shoes	129_1
104540660	gunner	shoes	129_2
104540661	gunner	shoes	129_3
104540667	gunner	shoes	130_0
104540668	gunner	shoes	130_1
104540669	gunner	shoes	130_2
104540670	gunner	shoes	130_3
104540673	gunner	shoes	134_0
104540674	gunner	shoes	134_1
104540675	gunner	shoes	67_0
104540676	gunner	shoes	67_1
104540677	gunner	shoes	67_2
104540678	gunner	shoes	67_3
104540683	gunner	shoes	138_0
